"date","draw_number","draw_sum","odd_count","even_count","low_count","high_count","spread"
"",29,195,3,3,1,5,30
"",30,199,3,3,1,5,25
"",30,148,4,2,3,3,44
"",30,150,4,2,3,3,42
"",31,153,3,3,3,3,39
"",31,181,5,1,2,4,32
"",31,224,6,0,0,6,20
"",32,106,2,4,4,2,27
"",32,157,3,3,2,4,38
"",33,150,2,4,2,4,43
"",33,178,2,4,1,5,41
"",34,137,3,3,3,3,33
"",34,134,4,2,4,2,42
"",35,186,4,2,2,4,25
"",35,155,3,3,2,4,31
"",36,159,3,3,3,3,41
"",36,132,2,4,3,3,45
"",37,148,4,2,3,3,38
"",37,87,3,3,5,1,44
"",38,101,3,3,3,3,27
"",38,114,2,4,4,2,32
"",39,111,3,3,4,2,41
"",39,223,3,3,1,5,42
"",40,133,5,1,4,2,27
"",40,135,1,5,4,2,25
"",41,179,3,3,1,5,35
"",41,216,2,4,1,5,26
"",42,175,3,3,1,5,26
"",42,200,2,4,1,5,47
"",43,140,2,4,4,2,45
"",43,128,4,2,5,1,29
"",44,131,1,5,3,3,33
"",44,166,4,2,2,4,40
"",45,181,3,3,2,4,33
"",45,176,2,4,3,3,33
"",46,165,3,3,2,4,46
"",46,195,3,3,1,5,22
"",47,195,3,3,2,4,33
"",47,191,3,3,1,5,43
"",48,97,1,5,5,1,20
"",48,147,3,3,3,3,45
"",49,169,5,1,3,3,46
"",49,119,3,3,4,2,44
"",50,53,3,3,6,0,15
"",50,157,5,1,2,4,44
"",51,174,4,2,2,4,27
"",51,195,3,3,2,4,39
"",52,128,4,2,4,2,43
"",52,155,3,3,3,3,43
"",53,207,3,3,1,5,28
"",53,171,5,1,2,4,46
"",54,137,5,1,3,3,39
"",54,163,3,3,2,4,31
"",55,198,4,2,2,4,44
"",55,143,1,5,3,3,40
"",56,171,3,3,1,5,43
"",56,122,2,4,4,2,46
"",57,106,2,4,4,2,27
"",57,151,3,3,2,4,36
"",58,178,4,2,2,4,30
"",58,89,5,1,5,1,37
"",59,226,4,2,1,5,26
"",59,166,2,4,2,4,42
"",60,84,2,4,5,1,35
"",60,111,3,3,3,3,36
"",61,150,4,2,2,4,22
"",61,165,3,3,3,3,37
"",62,167,3,3,2,4,36
"",62,130,4,2,3,3,38
"",63,112,2,4,4,2,26
"",63,98,2,4,5,1,21
"",64,175,5,1,2,4,32
"",64,122,2,4,4,2,43
"",65,119,5,1,3,3,38
"",65,150,2,4,2,4,42
"",66,119,3,3,4,2,45
"",66,131,1,5,2,4,29
"",67,150,4,2,2,4,38
"",67,186,4,2,2,4,42
"",68,180,2,4,2,4,43
"",68,143,5,1,3,3,29
"",69,133,3,3,4,2,40
"",69,108,2,4,5,1,31
"",70,119,1,5,4,2,44
"",70,135,5,1,3,3,30
"",71,126,2,4,4,2,45
"",71,172,2,4,3,3,26
"",72,247,1,5,0,6,12
"",72,127,3,3,4,2,36
"",73,61,3,3,6,0,13
"",73,140,2,4,3,3,37
"",74,108,2,4,4,2,30
"",74,167,3,3,2,4,38
"",75,73,3,3,6,0,23
"",75,145,1,5,4,2,39
"",76,134,4,2,4,2,41
"",76,144,2,4,4,2,43
"",77,128,4,2,3,3,37
"",77,180,2,4,1,5,45
"",78,166,4,2,2,4,37
"",78,156,4,2,3,3,40
"",79,154,2,4,3,3,36
"",79,194,4,2,1,5,46
"",80,107,5,1,5,1,48
"",80,120,4,2,5,1,30
"",81,156,2,4,3,3,30
"",81,144,2,4,4,2,36
"",82,173,3,3,3,3,40
"",82,134,2,4,3,3,47
"",83,118,4,2,4,2,47
"",83,187,1,5,2,4,24
"",84,193,5,1,2,4,41
"",84,202,4,2,1,5,39
"",85,175,3,3,2,4,34
"",85,186,2,4,1,5,46
"",86,99,3,3,3,3,31
"",86,134,2,4,3,3,42
"",87,145,1,5,3,3,30
"",87,134,4,2,3,3,37
"",88,121,3,3,4,2,30
"",88,173,5,1,2,4,34
"",89,138,4,2,3,3,36
"",89,173,5,1,2,4,42
"",90,156,4,2,3,3,31
"",90,114,4,2,5,1,39
"",91,187,3,3,2,4,33
"",91,157,3,3,3,3,45
"",92,125,3,3,3,3,28
"",92,146,4,2,4,2,40
"",93,223,3,3,1,5,26
"",93,146,4,2,4,2,45
"",94,157,3,3,3,3,41
"",94,195,5,1,2,4,42
"",95,130,4,2,4,2,15
"",95,167,3,3,3,3,43
"",96,152,4,2,2,4,40
"",96,127,3,3,3,3,29
"",97,109,1,5,5,1,46
"",97,171,3,3,3,3,46
"",98,143,3,3,4,2,33
"",98,182,4,2,2,4,46
"",99,136,2,4,3,3,31
"",99,138,2,4,4,2,40
"",100,158,4,2,2,4,43
"",100,168,4,2,2,4,40
"",101,153,5,1,3,3,43
"",101,184,4,2,2,4,36
"",102,163,5,1,2,4,32
"",102,124,2,4,3,3,36
"",0,157,3,3,2,4,39
"",0,147,5,1,4,2,46
"",1,129,3,3,4,2,28
"",1,207,3,3,1,5,34
"",2,137,3,3,2,4,42
"",2,169,3,3,2,4,38
"",3,209,1,5,1,5,35
"",3,149,3,3,1,5,31
"",4,155,1,5,3,3,42
"",4,118,2,4,4,2,37
"",5,120,2,4,4,2,33
"",5,138,4,2,4,2,25
"",6,171,5,1,2,4,28
"",6,194,4,2,2,4,40
"",7,184,2,4,2,4,30
"",7,191,5,1,1,5,46
"",8,173,3,3,3,3,35
"",8,141,3,3,3,3,33
"",9,120,4,2,4,2,38
"",9,81,3,3,5,1,32
"",10,136,2,4,4,2,42
"",10,114,4,2,4,2,41
"",11,147,3,3,3,3,31
"",11,190,4,2,0,6,18
"",12,141,3,3,3,3,35
"",12,117,3,3,3,3,27
"",13,169,3,3,2,4,31
"",13,135,5,1,3,3,40
"",14,121,3,3,3,3,47
"",14,121,3,3,3,3,36
"",15,144,4,2,3,3,34
"",15,170,0,6,2,4,40
"",16,127,3,3,3,3,43
"",16,141,3,3,3,3,38
"",17,103,5,1,5,1,19
"",17,114,4,2,4,2,38
"",18,197,3,3,2,4,32
"",18,113,3,3,4,2,25
"",19,175,3,3,1,5,31
"",19,115,1,5,3,3,34
"",20,122,2,4,5,1,37
"",20,178,2,4,3,3,32
"",21,174,6,0,1,5,42
"",21,125,1,5,4,2,27
"",22,128,4,2,4,2,44
"",22,131,1,5,5,1,45
"",23,115,3,3,4,2,38
"",23,158,4,2,3,3,43
"",24,140,4,2,2,4,35
"",24,141,3,3,3,3,46
"",25,142,4,2,3,3,40
"",25,160,6,0,3,3,42
"",26,105,3,3,5,1,39
"",26,127,3,3,4,2,45
"",27,193,3,3,1,5,38
"",27,192,4,2,2,4,36
"",28,139,1,5,3,3,46
"",28,157,1,5,3,3,42
"",29,108,4,2,4,2,39
"",29,113,3,3,4,2,17
"",30,118,4,2,4,2,40
"",30,157,3,3,3,3,44
"",31,117,3,3,4,2,35
"",31,135,3,3,3,3,44
"",32,138,2,4,3,3,42
"",32,124,4,2,3,3,31
"",33,180,2,4,2,4,34
"",33,98,4,2,4,2,39
"",34,143,3,3,3,3,40
"",34,225,5,1,1,5,38
"",35,106,2,4,5,1,40
"",35,171,3,3,2,4,34
"",36,193,3,3,2,4,30
"",36,185,3,3,2,4,38
"",37,95,5,1,4,2,28
"",37,166,4,2,2,4,42
"",38,159,1,5,3,3,47
"",38,220,4,2,1,5,19
"",39,186,2,4,2,4,40
"",39,106,4,2,5,1,28
"",40,161,3,3,3,3,34
"",40,138,2,4,3,3,38
"",41,134,0,6,3,3,40
"",41,152,4,2,3,3,43
"",42,198,4,2,1,5,37
"",42,146,2,4,4,2,24
"",43,81,3,3,5,1,30
"",43,139,3,3,3,3,42
"",44,163,5,1,3,3,36
"",44,155,5,1,2,4,34
"",45,84,4,2,4,2,32
"",45,176,4,2,2,4,32
"",46,127,1,5,4,2,36
"",46,124,4,2,4,2,29
"",47,132,2,4,4,2,42
"",47,197,3,3,2,4,27
"",48,168,4,2,2,4,47
"",48,85,1,5,5,1,38
"",49,142,2,4,3,3,46
"",49,103,1,5,4,2,35
"",50,135,5,1,4,2,42
"",50,179,3,3,2,4,29
"",51,136,4,2,3,3,40
"",51,120,2,4,3,3,34
"",52,153,1,5,2,4,30
"",52,98,4,2,4,2,41
"",53,137,3,3,4,2,33
"",53,111,3,3,3,3,28
"",54,124,2,4,3,3,24
"",54,117,3,3,4,2,37
"",55,171,3,3,3,3,40
"",55,94,4,2,4,2,38
"",56,157,3,3,2,4,25
"",56,188,4,2,2,4,20
"",57,168,2,4,3,3,37
"",57,135,3,3,3,3,37
"",58,170,4,2,3,3,31
"",58,155,3,3,3,3,36
"",59,114,4,2,4,2,33
"",59,115,3,3,4,2,39
"",60,195,3,3,3,3,27
"",60,113,5,1,4,2,31
"",61,65,3,3,5,1,27
"",61,225,5,1,1,5,28
"",62,199,3,3,2,4,35
"",62,169,3,3,3,3,36
"",63,202,2,4,1,5,34
"",63,184,2,4,2,4,31
"",64,159,3,3,3,3,29
"",64,173,3,3,2,4,42
"",65,163,3,3,3,3,45
"",65,109,3,3,4,2,44
"",66,162,4,2,3,3,41
"",66,115,3,3,4,2,43
"",67,160,2,4,3,3,44
"",67,147,1,5,3,3,39
"",68,146,2,4,3,3,42
"",68,147,5,1,3,3,44
"",69,191,3,3,2,4,33
"",69,188,4,2,1,5,43
"",70,195,1,5,2,4,32
"",70,181,3,3,2,4,44
"",71,108,2,4,5,1,34
"",71,203,1,5,1,5,26
"",72,89,1,5,5,1,26
"",72,193,5,1,2,4,43
"",73,133,1,5,3,3,35
"",73,192,4,2,2,4,34
"",74,157,3,3,3,3,45
"",74,192,2,4,3,3,30
"",75,108,2,4,5,1,44
"",75,149,1,5,3,3,44
"",76,129,3,3,4,2,42
"",76,183,3,3,2,4,37
"",77,113,3,3,5,1,45
"",77,161,3,3,2,4,32
"",78,93,3,3,4,2,39
"",78,171,3,3,2,4,30
"",79,182,2,4,2,4,44
"",79,136,2,4,4,2,40
"",80,138,4,2,3,3,45
"",80,140,4,2,3,3,42
"",81,79,3,3,5,1,36
"",81,120,2,4,4,2,27
"",82,170,4,2,2,4,48
"",82,146,2,4,2,4,44
"",83,101,3,3,5,1,41
"",83,167,1,5,3,3,32
"",84,170,4,2,3,3,42
"",84,139,3,3,3,3,44
"",85,179,3,3,2,4,45
"",85,155,3,3,2,4,35
"",86,134,4,2,3,3,42
"",86,142,4,2,3,3,48
"",87,142,4,2,4,2,40
"",87,164,4,2,2,4,42
"",88,150,4,2,2,4,45
"",88,165,3,3,2,4,30
"",89,131,1,5,3,3,20
"",89,164,4,2,3,3,45
"",90,138,4,2,3,3,38
"",90,102,0,6,5,1,34
"",91,150,2,4,3,3,41
"",91,156,4,2,3,3,31
"",92,134,4,2,4,2,43
"",92,154,2,4,3,3,37
"",93,165,3,3,3,3,40
"",93,159,3,3,2,4,39
"",94,162,4,2,2,4,36
"",94,124,4,2,3,3,30
"",95,172,2,4,2,4,46
"",95,172,2,4,2,4,31
"",96,226,2,4,1,5,33
"",96,150,4,2,3,3,37
"",97,151,3,3,3,3,31
"",97,186,2,4,2,4,24
"",98,171,5,1,2,4,24
"",98,147,3,3,4,2,44
"",99,135,3,3,4,2,30
"",99,118,4,2,4,2,44
"",100,148,4,2,3,3,44
"",100,156,2,4,3,3,35
"",101,184,2,4,2,4,47
"",101,222,4,2,1,5,28
"",102,73,3,3,5,1,33
"",102,165,3,3,3,3,37
"",103,109,5,1,4,2,30
"",103,139,1,5,3,3,38
"",0,120,4,2,3,3,28
"",0,144,2,4,4,2,43
"",1,154,2,4,3,3,35
"",1,127,3,3,3,3,27
"",2,145,5,1,3,3,44
"",2,103,3,3,5,1,26
"",3,116,2,4,5,1,43
"",3,191,1,5,1,5,44
"",4,145,3,3,3,3,42
"",4,134,4,2,4,2,16
"",5,147,1,5,4,2,42
"",5,115,5,1,4,2,34
"",6,156,4,2,3,3,45
"",6,142,4,2,4,2,39
"",7,158,4,2,2,4,34
"",7,122,4,2,5,1,20
"",8,120,2,4,3,3,34
"",8,103,5,1,5,1,32
"",9,126,2,4,3,3,45
"",9,137,1,5,3,3,33
"",10,120,4,2,4,2,19
"",10,213,5,1,1,5,39
"",11,170,2,4,2,4,25
"",11,119,5,1,4,2,48
"",12,121,1,5,3,3,26
"",12,149,3,3,3,3,37
"",13,183,3,3,3,3,32
"",13,145,1,5,3,3,40
"",14,191,5,1,2,4,44
"",14,208,4,2,1,5,27
"",15,138,4,2,4,2,43
"",15,169,3,3,2,4,23
"",16,119,3,3,4,2,45
"",16,163,3,3,3,3,37
"",17,60,4,2,6,0,19
"",17,102,2,4,4,2,35
"",18,124,2,4,3,3,32
"",18,155,3,3,2,4,38
"",19,139,3,3,3,3,43
"",19,118,4,2,4,2,32
"",20,188,4,2,1,5,45
"",20,156,4,2,3,3,37
"",21,156,2,4,3,3,27
"",21,128,4,2,3,3,32
"",22,150,2,4,3,3,21
"",22,141,3,3,3,3,45
"",23,158,2,4,3,3,41
"",23,161,3,3,3,3,41
"",24,140,4,2,4,2,41
"",24,126,2,4,4,2,35
"",25,189,1,5,2,4,34
"",25,109,3,3,4,2,39
"",26,94,4,2,4,2,30
"",26,84,4,2,6,0,19
"",27,171,3,3,2,4,35
"",27,148,4,2,4,2,35
"",28,134,0,6,4,2,36
"",28,146,2,4,3,3,44
"",29,145,3,3,3,3,37
"",29,130,4,2,4,2,15
"",30,92,2,4,5,1,23
"",30,152,2,4,2,4,41
"",31,148,2,4,3,3,30
"",31,117,5,1,4,2,24
"",32,144,4,2,3,3,37
"",32,152,6,0,3,3,32
"",33,144,2,4,3,3,36
"",33,195,3,3,2,4,42
"",34,220,2,4,1,5,37
"",34,150,2,4,3,3,43
"",35,125,3,3,4,2,37
"",35,147,5,1,3,3,32
"",36,94,4,2,5,1,28
"",36,131,3,3,4,2,14
"",37,132,4,2,3,3,41
"",37,123,3,3,3,3,37
"",38,111,3,3,4,2,46
"",38,170,2,4,2,4,45
"",39,158,4,2,2,4,25
"",39,135,3,3,4,2,44
"",40,190,4,2,2,4,23
"",40,154,4,2,3,3,46
"",41,157,5,1,2,4,32
"",41,147,3,3,3,3,46
"",42,68,4,2,5,1,34
"",42,212,2,4,1,5,38
"",43,172,6,0,3,3,38
"",43,120,4,2,3,3,38
"",44,188,2,4,2,4,25
"",44,176,4,2,1,5,25
"",45,133,3,3,4,2,42
"",45,105,3,3,4,2,42
"",46,160,4,2,3,3,36
"",46,134,6,0,4,2,46
"",47,152,4,2,4,2,48
"",47,160,4,2,3,3,34
"",48,122,2,4,4,2,29
"",48,117,3,3,3,3,31
"",49,129,3,3,4,2,44
"",49,180,2,4,1,5,29
"",50,110,2,4,3,3,31
"",50,174,4,2,2,4,48
"",51,153,3,3,3,3,29
"",51,138,4,2,3,3,32
"",52,211,3,3,1,5,44
"",52,168,2,4,3,3,43
"",53,172,2,4,4,2,30
"",53,112,2,4,5,1,28
"",54,134,2,4,3,3,30
"",54,66,6,0,6,0,20
"",55,145,3,3,4,2,33
"",55,173,5,1,2,4,42
"",56,165,5,1,4,2,36
"",56,118,2,4,4,2,41
"",57,155,3,3,3,3,43
"",57,136,2,4,4,2,44
"",58,102,4,2,4,2,42
"",58,210,2,4,1,5,41
"",59,167,3,3,1,5,42
"",59,122,4,2,5,1,32
"",60,132,2,4,3,3,38
"",60,136,2,4,3,3,35
"",61,143,5,1,4,2,37
"",61,104,4,2,4,2,39
"",62,166,2,4,3,3,32
"",62,157,5,1,3,3,36
"",63,93,3,3,4,2,26
"",63,141,3,3,3,3,35
"",64,145,5,1,2,4,40
"",64,176,2,4,2,4,32
"",65,178,2,4,2,4,33
"",65,121,3,3,4,2,38
"",66,191,5,1,2,4,36
"",66,111,3,3,5,1,38
"",67,209,3,3,2,4,35
"",67,200,4,2,1,5,31
"",68,141,3,3,3,3,39
"",68,160,2,4,3,3,45
"",69,136,2,4,2,4,43
"",69,130,4,2,4,2,41
"",70,170,4,2,3,3,31
"",70,179,3,3,1,5,25
"",71,114,4,2,4,2,34
"",71,123,1,5,5,1,46
"",72,182,4,2,2,4,44
"",72,188,4,2,1,5,36
"",73,179,3,3,2,4,33
"",73,164,4,2,3,3,42
"",74,140,2,4,4,2,32
"",74,120,4,2,5,1,26
"",75,134,4,2,4,2,46
"",75,184,4,2,2,4,45
"",76,180,2,4,2,4,33
"",76,176,2,4,3,3,30
"",77,115,3,3,3,3,35
"",77,108,4,2,4,2,40
"",78,74,2,4,5,1,25
"",78,172,0,6,3,3,40
"",79,136,4,2,5,1,28
"",79,131,3,3,3,3,43
"",80,162,4,2,1,5,45
"",80,83,3,3,4,2,34
"",81,200,2,4,2,4,22
"",81,196,4,2,2,4,37
"",82,140,6,0,3,3,40
"",82,180,2,4,2,4,38
"",83,126,4,2,3,3,41
"",83,165,3,3,2,4,25
"",84,181,3,3,1,5,33
"",84,114,2,4,5,1,44
"",85,185,3,3,2,4,39
"",85,120,4,2,5,1,39
"",86,185,3,3,2,4,42
"",86,205,3,3,1,5,43
"",87,149,5,1,3,3,40
"",87,190,2,4,2,4,25
"",88,116,4,2,4,2,38
"",88,192,4,2,2,4,40
"",89,188,4,2,1,5,43
"",89,145,3,3,2,4,35
"",90,188,4,2,1,5,27
"",90,155,1,5,3,3,16
"",91,120,2,4,4,2,36
"",91,80,4,2,5,1,41
"",92,158,4,2,2,4,16
"",92,197,1,5,1,5,35
"",93,177,3,3,3,3,34
"",93,125,3,3,4,2,37
"",94,156,4,2,4,2,28
"",94,143,3,3,4,2,34
"",95,171,1,5,1,5,26
"",95,151,3,3,3,3,44
"",96,140,2,4,4,2,41
"",96,214,2,4,2,4,37
"",97,164,4,2,2,4,36
"",97,103,5,1,5,1,31
"",98,114,4,2,4,2,30
"",98,136,6,0,3,3,42
"",99,82,2,4,5,1,41
"",99,91,3,3,5,1,28
"",100,181,3,3,2,4,44
"",100,175,3,3,2,4,23
"",101,147,5,1,3,3,44
"",101,176,2,4,2,4,26
"",102,214,2,4,2,4,25
"",102,169,1,5,2,4,46
"",103,131,3,3,3,3,42
"",103,118,2,4,4,2,26
"",0,103,3,3,5,1,28
"",0,192,2,4,2,4,43
"",1,88,2,4,5,1,24
"",1,200,0,6,2,4,26
"",2,157,3,3,3,3,38
"",2,178,2,4,3,3,38
"",3,188,2,4,0,6,10
"",3,150,4,2,3,3,46
"",4,136,4,2,3,3,44
"",4,103,3,3,4,2,30
"",5,149,3,3,3,3,41
"",5,114,2,4,4,2,26
"",6,189,1,5,1,5,26
"",6,111,3,3,4,2,45
"",7,169,3,3,3,3,39
"",7,125,3,3,3,3,35
"",8,224,4,2,1,5,36
"",8,140,4,2,3,3,39
"",9,176,4,2,2,4,36
"",9,173,3,3,2,4,36
"",10,163,3,3,3,3,42
"",10,141,3,3,3,3,27
"",11,136,4,2,4,2,33
"",11,122,4,2,3,3,31
"",12,169,3,3,2,4,35
"",12,166,2,4,3,3,42
"",13,141,3,3,3,3,47
"",13,148,2,4,4,2,35
"",14,152,4,2,3,3,40
"",14,155,3,3,3,3,34
"",15,130,2,4,3,3,34
"",15,176,2,4,3,3,35
"",16,120,4,2,3,3,32
"",16,194,2,4,1,5,41
"",17,128,2,4,4,2,43
"",17,154,4,2,3,3,48
"",18,142,4,2,3,3,37
"",18,128,4,2,3,3,46
"",19,160,2,4,2,4,23
"",19,168,2,4,3,3,34
"",20,152,4,2,3,3,37
"",20,164,2,4,3,3,37
"",21,109,3,3,4,2,35
"",21,111,3,3,4,2,36
"",22,99,5,1,5,1,39
"",22,201,1,5,1,5,38
"",23,153,3,3,3,3,29
"",23,174,4,2,1,5,25
"",24,122,2,4,4,2,29
"",24,103,5,1,4,2,34
"",25,123,3,3,3,3,47
"",25,208,2,4,1,5,23
"",26,132,0,6,4,2,32
"",26,119,5,1,3,3,32
"",27,118,4,2,3,3,38
"",27,98,4,2,5,1,42
"",28,184,2,4,1,5,25
"",28,157,1,5,3,3,30
"",29,170,2,4,1,5,25
"",29,153,3,3,3,3,33
"",30,162,4,2,3,3,26
"",30,161,3,3,3,3,27
"",31,154,2,4,3,3,39
"",31,203,5,1,1,5,31
"",32,166,2,4,2,4,38
"",32,203,3,3,1,5,21
"",33,215,3,3,1,5,32
"",33,166,6,0,2,4,36
"",34,192,2,4,2,4,35
"",34,169,3,3,2,4,46
"",35,150,2,4,3,3,39
"",35,154,2,4,2,4,44
"",36,149,5,1,3,3,40
"",36,109,3,3,4,2,27
"",37,182,4,2,2,4,43
"",37,172,4,2,2,4,32
"",38,135,3,3,3,3,34
"",38,133,3,3,3,3,30
"",39,162,4,2,3,3,31
"",39,166,4,2,2,4,33
"",40,161,3,3,2,4,39
"",40,174,4,2,2,4,44
"",41,161,3,3,3,3,40
"",41,83,3,3,5,1,38
"",42,42,4,2,6,0,13
"",42,93,3,3,4,2,34
"",43,91,3,3,5,1,35
"",43,142,2,4,3,3,42
"",44,102,4,2,5,1,43
"",44,95,1,5,5,1,28
"",45,196,4,2,2,4,27
"",45,156,2,4,4,2,28
"",46,140,2,4,3,3,44
"",46,191,3,3,2,4,34
"",47,147,1,5,3,3,40
"",47,229,1,5,0,6,20
"",48,165,3,3,3,3,43
"",48,156,2,4,4,2,37
"",49,158,4,2,3,3,38
"",49,138,4,2,4,2,41
"",50,131,1,5,4,2,47
"",50,104,2,4,4,2,30
"",51,99,5,1,4,2,24
"",51,166,2,4,2,4,47
"",52,192,4,2,2,4,35
"",52,107,3,3,4,2,36
"",53,121,3,3,4,2,18
"",53,145,1,5,4,2,40
"",54,171,3,3,3,3,48
"",54,142,4,2,4,2,48
"",55,184,4,2,2,4,35
"",55,196,4,2,2,4,31
"",56,196,2,4,2,4,39
"",56,136,2,4,3,3,42
"",57,169,5,1,2,4,30
"",57,110,4,2,4,2,44
"",58,173,3,3,3,3,35
"",58,111,3,3,5,1,39
"",59,160,4,2,3,3,44
"",59,208,2,4,1,5,33
"",60,194,4,2,1,5,14
"",60,188,4,2,1,5,33
"",61,153,3,3,4,2,31
"",61,161,5,1,3,3,42
"",62,229,5,1,0,6,18
"",62,172,4,2,2,4,40
"",63,177,3,3,2,4,38
"",63,178,2,4,2,4,36
"",64,163,1,5,2,4,36
"",64,142,4,2,4,2,34
"",65,142,2,4,3,3,42
"",65,175,3,3,2,4,34
"",66,196,4,2,2,4,25
"",66,74,2,4,6,0,15
"",67,129,3,3,2,4,35
"",67,101,3,3,5,1,47
"",68,92,4,2,4,2,31
"",68,124,4,2,5,1,43
"",69,168,4,2,3,3,38
"",69,187,1,5,2,4,27
"",70,154,4,2,4,2,38
"",70,174,4,2,2,4,33
"",71,70,2,4,5,1,23
"",71,129,3,3,4,2,38
"",72,101,3,3,6,0,18
"",72,163,3,3,3,3,28
"",73,118,2,4,3,3,34
"",73,177,5,1,3,3,37
"",74,141,3,3,4,2,19
"",74,128,4,2,4,2,46
"",75,140,4,2,2,4,38
"",75,142,6,0,3,3,46
"",76,113,5,1,4,2,36
"",76,200,2,4,2,4,33
"",77,154,2,4,3,3,37
"",77,148,2,4,3,3,40
"",78,197,3,3,1,5,22
"",78,158,2,4,2,4,34
"",79,172,2,4,2,4,42
"",79,168,4,2,2,4,41
"",80,143,3,3,2,4,33
"",80,145,3,3,3,3,40
"",81,144,2,4,3,3,37
"",81,239,3,3,0,6,13
"",82,155,3,3,2,4,30
"",82,129,1,5,4,2,39
"",83,149,3,3,2,4,43
"",83,150,4,2,3,3,38
"",84,128,6,0,4,2,40
"",84,146,4,2,4,2,41
"",85,214,2,4,1,5,25
"",85,174,6,0,3,3,38
"",86,142,2,4,3,3,24
"",86,173,3,3,2,4,25
"",87,105,3,3,4,2,38
"",87,178,4,2,2,4,40
"",88,122,4,2,3,3,38
"",88,92,4,2,4,2,27
"",89,237,3,3,1,5,32
"",89,120,2,4,4,2,43
"",90,131,5,1,4,2,28
"",90,139,3,3,4,2,46
"",91,136,2,4,3,3,36
"",91,131,3,3,4,2,46
"",92,147,5,1,4,2,22
"",92,152,2,4,4,2,40
"",93,121,3,3,4,2,43
"",93,158,2,4,3,3,21
"",94,144,2,4,2,4,41
"",94,151,1,5,2,4,39
"",95,89,3,3,5,1,20
"",95,164,4,2,2,4,34
"",96,178,4,2,3,3,36
"",96,171,3,3,2,4,45
"",97,127,3,3,4,2,44
"",97,137,1,5,4,2,26
"",98,121,3,3,3,3,31
"",98,125,1,5,3,3,31
"",99,170,2,4,2,4,44
"",99,216,2,4,1,5,29
"",100,119,3,3,5,1,15
"",100,171,3,3,2,4,27
"",101,90,4,2,5,1,26
"",101,106,4,2,4,2,42
"",102,115,3,3,4,2,35
"",102,146,0,6,3,3,46
"",103,139,3,3,3,3,41
"",103,125,3,3,4,2,36
"",104,158,4,2,3,3,29
"",104,119,5,1,4,2,40
"",1,153,3,3,3,3,24
"",1,155,1,5,3,3,40
"",2,146,2,4,3,3,41
"",2,153,5,1,4,2,36
"",3,192,4,2,1,5,43
"",3,146,4,2,3,3,41
"",4,130,2,4,4,2,30
"",4,123,5,1,3,3,36
"",5,100,4,2,4,2,36
"",5,183,3,3,2,4,34
"",6,178,2,4,2,4,42
"",6,114,4,2,4,2,32
"",7,162,2,4,3,3,35
"",7,112,4,2,3,3,42
"",8,154,2,4,3,3,23
"",8,131,3,3,3,3,28
"",9,150,4,2,3,3,41
"",9,69,1,5,6,0,22
"",10,119,3,3,5,1,26
"",10,160,2,4,3,3,31
"",11,219,5,1,1,5,32
"",11,183,3,3,2,4,45
"",12,168,4,2,2,4,43
"",12,204,2,4,1,5,44
"",13,163,5,1,4,2,32
"",13,170,2,4,2,4,43
"",14,149,3,3,2,4,33
"",14,184,4,2,2,4,35
"",15,166,4,2,2,4,45
"",15,155,5,1,2,4,41
"",16,148,2,4,4,2,36
"",16,180,2,4,2,4,42
"",17,99,1,5,5,1,27
"",17,166,2,4,3,3,34
"",18,116,2,4,3,3,33
"",18,96,2,4,5,1,29
"",19,132,4,2,4,2,36
"",19,127,5,1,3,3,38
"",20,164,4,2,2,4,42
"",20,145,1,5,3,3,38
"",21,96,2,4,5,1,26
"",21,185,5,1,1,5,32
"",22,171,3,3,2,4,31
"",22,102,4,2,5,1,39
"",23,125,5,1,4,2,32
"",23,151,3,3,3,3,41
"",24,118,4,2,3,3,32
"",24,192,6,0,3,3,34
"",25,118,4,2,3,3,36
"",25,182,2,4,2,4,33
"",26,152,4,2,3,3,24
"",26,194,2,4,1,5,38
"",27,130,4,2,3,3,37
"",27,158,2,4,3,3,43
"",28,175,3,3,2,4,45
"",28,83,3,3,5,1,29
"",29,109,5,1,4,2,44
"",29,225,3,3,1,5,31
"",30,155,1,5,4,2,41
"",30,110,4,2,5,1,42
"",31,159,1,5,3,3,44
"",31,60,4,2,6,0,13
"",32,166,4,2,2,4,48
"",32,162,2,4,3,3,38
"",33,204,2,4,2,4,29
"",33,197,1,5,1,5,29
"",34,149,3,3,3,3,35
"",34,207,5,1,1,5,25
"",35,146,2,4,3,3,44
"",35,110,4,2,4,2,45
"",36,147,5,1,3,3,36
"",36,134,4,2,4,2,41
"",37,142,2,4,3,3,28
"",37,190,4,2,1,5,44
"",38,201,3,3,1,5,40
"",38,158,4,2,3,3,42
"",39,137,5,1,3,3,40
"",39,183,3,3,2,4,23
"",40,162,2,4,3,3,40
"",40,167,5,1,2,4,32
"",41,164,2,4,3,3,43
"",41,159,3,3,3,3,37
"",42,82,4,2,4,2,29
"",42,148,2,4,3,3,39
"",43,150,6,0,3,3,44
"",43,147,3,3,3,3,41
"",44,116,4,2,4,2,43
"",44,177,3,3,2,4,46
"",45,139,1,5,3,3,34
"",45,138,4,2,3,3,36
"",46,193,3,3,2,4,32
"",46,177,3,3,2,4,29
"",47,191,5,1,2,4,40
"",47,91,3,3,5,1,27
"",48,191,3,3,2,4,39
"",48,168,4,2,2,4,44
"",49,152,4,2,4,2,35
